// General information: 
//  MT Manager version: 2021.4.0 
//  XDA version: 2021.4.0 build 6323 rev 112641 built on 2021-09-28
// Device information: 
//  DeviceId: 00B4AF58
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	UTC_Nano	UTC_Year	UTC_Month	UTC_Day	UTC_Hour	UTC_Minute	UTC_Second	UTC_Valid	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3
43848										0.356634	8.447754	4.987332	0.000879	0.018018	-0.017388	-0.472256	0.309616	-0.024974	0.874641	-0.116807	-0.056507	0.467083
43849										0.367585	8.441102	4.948107	-0.009637	0.012805	-0.017354	-0.479475	0.309229	-0.034957	0.874631	-0.116888	-0.056488	0.467083
43850										0.365691	8.440612	4.949084	-0.012450	0.011731	-0.013121	-0.467022	0.311759	-0.030591	0.874619	-0.116977	-0.056488	0.467083
43851										0.413739	8.368624	4.963654	-0.018033	0.013825	-0.016169	-0.476864	0.319800	-0.029637	0.874603	-0.117094	-0.056492	0.467084
43852										0.432134	8.355699	4.958942	-0.019088	0.010629	-0.013972	-0.476696	0.308995	-0.028372	0.874589	-0.117211	-0.056507	0.467078
43853										0.440616	8.289291	4.929471	-0.017537	0.007837	-0.014457	-0.477620	0.309268	-0.029267	0.874585	-0.117315	-0.056526	0.467058
43854										0.451660	8.300499	4.948087	-0.014781	0.004830	-0.012731	-0.476956	0.309832	-0.028115	0.874587	-0.117405	-0.056545	0.467029
43855										0.436920	8.306277	4.988995	-0.014645	0.012676	-0.013544	-0.481639	0.319566	-0.023511	0.874572	-0.117500	-0.056553	0.467032
43856										0.412662	8.359284	5.003935	-0.011252	0.011523	-0.010915	-0.477110	0.316010	-0.029604	0.874559	-0.117578	-0.056560	0.467037
43857										0.403461	8.382681	5.028617	-0.013998	0.014369	-0.007089	-0.474910	0.310800	-0.033596	0.874534	-0.117659	-0.056591	0.467058
43858										0.425546	8.429071	5.014956	-0.013570	0.015551	-0.004637	-0.474801	0.310151	-0.031375	0.874505	-0.117739	-0.056623	0.467089
43859										0.394420	8.386929	4.997738	-0.014611	0.012188	0.003116	-0.474545	0.318428	-0.023522	0.874476	-0.117798	-0.056700	0.467119
43860										0.370813	8.339066	5.013957	-0.016868	0.009205	0.003101	-0.474461	0.315249	-0.024911	0.874452	-0.117869	-0.056782	0.467137
43861										0.385265	8.308647	5.025075	-0.015327	0.006577	-0.002939	-0.469895	0.315473	-0.035618	0.874440	-0.117938	-0.056845	0.467133
43862										0.377698	8.313765	4.992646	-0.006012	0.000914	-0.005506	-0.481690	0.311722	-0.030711	0.874447	-0.117969	-0.056879	0.467109
43863										0.382810	8.331180	4.976871	-0.001210	-0.010716	-0.008103	-0.480465	0.311875	-0.014677	0.874484	-0.117968	-0.056916	0.467035
43864										0.433470	8.360639	4.988932	0.002179	-0.022802	-0.011363	-0.482006	0.318503	-0.025521	0.874554	-0.117949	-0.056944	0.466905
43865										0.481110	8.331022	5.009456	-0.000581	-0.019792	-0.013093	-0.477401	0.319414	-0.032863	0.874616	-0.117944	-0.056974	0.466786
43866										0.557724	8.365996	4.999138	0.000288	-0.017596	-0.002629	-0.478586	0.313754	-0.021440	0.874664	-0.117921	-0.057035	0.466696
43867										0.580965	8.312405	4.985239	-0.000623	-0.002019	0.004652	-0.474476	0.310754	-0.024666	0.874671	-0.117900	-0.057108	0.466679
43868										0.541730	8.318195	4.940823	0.004541	0.005636	0.011140	-0.474854	0.319885	-0.026490	0.874658	-0.117857	-0.057178	0.466706
43869										0.498655	8.283532	4.961330	0.013153	0.016226	0.014298	-0.479616	0.315568	-0.028617	0.874622	-0.117777	-0.057229	0.466787
43870										0.458175	8.308330	4.972771	0.018081	0.023541	0.011224	-0.487129	0.308026	-0.029751	0.874574	-0.117695	-0.057238	0.466896
43871										0.365456	8.322324	5.028652	0.020453	0.023605	-0.001020	-0.471242	0.312625	-0.029567	0.874540	-0.117624	-0.057197	0.466984
43872										0.302942	8.359535	5.045908	0.021492	0.026971	-0.008776	-0.478033	0.311064	-0.026494	0.874506	-0.117574	-0.057111	0.467070
43873										0.252283	8.408462	5.080798	0.010539	0.020734	-0.016765	-0.475314	0.312409	-0.026960	0.874487	-0.117576	-0.057034	0.467114
43874										0.314810	8.408402	5.102701	-0.007832	0.025883	-0.025038	-0.475482	0.309304	-0.036259	0.874457	-0.117685	-0.056952	0.467153
43875										0.388454	8.424292	5.037002	-0.023085	0.014347	-0.034610	-0.472561	0.316527	-0.032012	0.874454	-0.117864	-0.056892	0.467121
43876										0.483207	8.422911	5.072170	-0.027950	0.010957	-0.031947	-0.477599	0.315004	-0.029605	0.874453	-0.118058	-0.056854	0.467078
43877										0.546426	8.403132	5.039700	-0.029147	0.011010	-0.028609	-0.479174	0.318201	-0.031869	0.874449	-0.118246	-0.056838	0.467040
43878										0.512798	8.365408	4.917042	-0.020811	0.016844	-0.017935	-0.473902	0.315464	-0.034082	0.874426	-0.118387	-0.056830	0.467048
43879										0.462559	8.293679	4.898703	-0.011769	0.017523	-0.012649	-0.474471	0.321457	-0.012684	0.874401	-0.118473	-0.056828	0.467074
43880										0.357221	8.276065	4.882221	0.001718	0.020250	-0.006924	-0.462033	0.312896	-0.036194	0.874369	-0.118497	-0.056807	0.467130
43881										0.343891	8.264440	4.864441	0.011142	0.007084	0.000893	-0.479961	0.312013	-0.035006	0.874365	-0.118443	-0.056823	0.467149
43882										0.331552	8.253069	4.846156	0.012998	-0.002378	0.003679	-0.472241	0.307773	-0.025217	0.874380	-0.118369	-0.056855	0.467137
43883										0.392018	8.236118	4.882948	0.017732	-0.006831	0.001827	-0.471813	0.315146	-0.024213	0.874408	-0.118269	-0.056881	0.467106
43884										0.430760	8.254511	4.876392	0.018302	-0.008900	0.003136	-0.474755	0.313743	-0.032127	0.874440	-0.118166	-0.056909	0.467068
43885										0.438498	8.249861	4.908035	0.021904	-0.009379	0.004220	-0.477278	0.317149	-0.022822	0.874474	-0.118039	-0.056940	0.467033
43886										0.439258	8.251053	4.905964	0.027613	-0.003619	0.006461	-0.476879	0.307847	-0.033395	0.874495	-0.117894	-0.056950	0.467028
43887										0.446758	8.247036	4.936608	0.037693	0.000431	0.003986	-0.474183	0.310565	-0.033486	0.874515	-0.117711	-0.056927	0.467041
43888										0.419511	8.266654	4.906153	0.044939	0.014502	0.006066	-0.476496	0.316075	-0.035681	0.874505	-0.117513	-0.056865	0.467117
43889										0.351879	8.305994	4.993917	0.052481	0.011133	-0.000024	-0.468512	0.305553	-0.030210	0.874511	-0.117286	-0.056773	0.467174
43890										0.366514	8.379778	4.998083	0.055289	0.012218	-0.004266	-0.469187	0.318079	-0.027162	0.874520	-0.117062	-0.056649	0.467229
43891										0.388725	8.429544	4.978689	0.052037	0.010120	-0.008049	-0.472792	0.313791	-0.028210	0.874535	-0.116853	-0.056526	0.467268
43892										0.392970	8.449464	4.958616	0.042725	0.004836	-0.011370	-0.471293	0.307678	-0.032753	0.874560	-0.116690	-0.056415	0.467275
43893										0.392763	8.446990	5.061608	0.036183	-0.003612	-0.007394	-0.471449	0.317524	-0.030192	0.874597	-0.116532	-0.056355	0.467251
43894										0.426065	8.430121	5.012968	0.030121	-0.006795	-0.006935	-0.471969	0.311082	-0.029686	0.874639	-0.116401	-0.056310	0.467212
43895										0.439790	8.420575	5.077353	0.024901	-0.007450	-0.007127	-0.475790	0.311450	-0.023164	0.874680	-0.116288	-0.056283	0.467166
43896										0.473035	8.403191	5.029569	0.021363	-0.003051	-0.008627	-0.471877	0.308487	-0.027174	0.874711	-0.116202	-0.056246	0.467133
43897										0.472124	8.404183	5.027997	0.016330	0.008064	-0.010066	-0.473891	0.311064	-0.026242	0.874717	-0.116150	-0.056203	0.467140
43898										0.482930	8.416925	5.044217	0.009255	0.016860	-0.013066	-0.478989	0.312897	-0.030877	0.874704	-0.116150	-0.056145	0.467173
43899										0.462878	8.387740	5.042718	0.002603	0.026843	-0.013615	-0.475225	0.314026	-0.028424	0.874665	-0.116187	-0.056090	0.467242
43900										0.390528	8.351585	4.980156	-0.004382	0.028307	-0.011778	-0.467437	0.309108	-0.023776	0.874619	-0.116257	-0.056051	0.467316
43901										0.392881	8.387368	5.021575	-0.010709	0.020525	-0.009345	-0.479196	0.314355	-0.027488	0.874585	-0.116335	-0.056055	0.467360
43902										0.400087	8.344238	4.942197	-0.009005	0.014480	-0.010958	-0.479372	0.310350	-0.024597	0.874566	-0.116408	-0.056052	0.467377
43903										0.456936	8.349348	4.931763	-0.009636	0.012623	-0.011857	-0.477813	0.323450	-0.022082	0.874552	-0.116478	-0.056056	0.467385
43904										0.422933	8.348932	4.921470	-0.007167	0.015974	-0.002286	-0.477697	0.308356	-0.027999	0.874523	-0.116525	-0.056082	0.467425
43905										0.409071	8.336801	4.904482	0.002476	0.019002	-0.012783	-0.476254	0.307067	-0.031614	0.874501	-0.116552	-0.056044	0.467465
43906										0.333877	8.361137	4.905330	0.009971	0.011550	-0.012884	-0.476352	0.311431	-0.025986	0.874501	-0.116542	-0.055992	0.467473
43907										0.314287	8.332382	4.902939	0.020971	0.010961	-0.016742	-0.471912	0.304481	-0.030624	0.874508	-0.116487	-0.055906	0.467483
43908										0.342607	8.375106	4.919578	0.021418	0.001200	-0.020150	-0.472689	0.315342	-0.029909	0.874542	-0.116431	-0.055815	0.467446
43909										0.372558	8.394903	4.985715	0.020306	-0.005769	-0.023084	-0.482355	0.314712	-0.031845	0.874591	-0.116374	-0.055732	0.467377
43910										0.470200	8.377267	4.960918	0.007896	-0.005645	-0.019889	-0.471751	0.309899	-0.021212	0.874632	-0.116368	-0.055685	0.467307
43911										0.513772	8.389773	4.988791	0.002858	0.005314	-0.015780	-0.475458	0.309051	-0.032630	0.874643	-0.116383	-0.055655	0.467286
43912										0.518625	8.388866	4.915620	0.004086	0.019982	-0.008128	-0.477245	0.311345	-0.035415	0.874616	-0.116399	-0.055624	0.467337
43913										0.448601	8.329988	4.901846	0.009358	0.024573	-0.008357	-0.469847	0.313189	-0.028370	0.874581	-0.116393	-0.055578	0.467410
43914										0.353023	8.366592	4.908176	0.019069	0.031072	-0.002594	-0.479949	0.311054	-0.031180	0.874530	-0.116344	-0.055516	0.467525
43915										0.307842	8.332384	4.927959	0.016345	0.022966	-0.004633	-0.471554	0.310292	-0.032487	0.874498	-0.116298	-0.055472	0.467602
43916										0.286188	8.345195	4.932802	0.016115	0.007417	-0.008510	-0.476183	0.310179	-0.036801	0.874504	-0.116247	-0.055431	0.467607
43917										0.348134	8.387656	4.961182	0.010043	-0.010658	-0.013477	-0.481498	0.311993	-0.037888	0.874551	-0.116208	-0.055419	0.467530
43918										0.476877	8.411321	4.955521	0.001802	-0.012922	-0.013440	-0.477539	0.307087	-0.022553	0.874601	-0.116207	-0.055424	0.467436
43919										0.541510	8.411582	4.977735	-0.002827	-0.000622	-0.012447	-0.480133	0.311139	-0.028167	0.874620	-0.116233	-0.055430	0.467394
43920										0.529702	8.376561	5.010176	-0.000522	0.006145	-0.007304	-0.468776	0.314157	-0.033911	0.874622	-0.116252	-0.055436	0.467385
43921										0.496970	8.357979	4.942027	0.008095	0.020707	-0.004601	-0.471440	0.309879	-0.030332	0.874591	-0.116238	-0.055414	0.467449
43922										0.371526	8.352572	4.930336	0.009766	0.025768	-0.005919	-0.480189	0.309625	-0.027237	0.874550	-0.116231	-0.055370	0.467534
43923										0.310262	8.366207	4.997435	0.012414	0.015072	-0.008891	-0.476362	0.311732	-0.025818	0.874537	-0.116202	-0.055330	0.467569
43924										0.316929	8.342832	4.972940	0.014911	0.007631	-0.010730	-0.473606	0.305299	-0.026892	0.874545	-0.116162	-0.055283	0.467570
43925										0.345723	8.385231	4.990234	0.010993	-0.000273	-0.014980	-0.477399	0.313538	-0.024863	0.874571	-0.116134	-0.055246	0.467532
43926										0.385214	8.361785	4.977216	0.006921	-0.004922	-0.018097	-0.473473	0.311167	-0.033103	0.874609	-0.116129	-0.055208	0.467466
43927										0.454685	8.379883	4.982889	0.002695	-0.006315	-0.020083	-0.468307	0.305872	-0.033589	0.874650	-0.116141	-0.055179	0.467391
43928										0.445476	8.404199	5.005993	0.003325	-0.004606	-0.013624	-0.479159	0.311797	-0.032102	0.874681	-0.116143	-0.055167	0.467334
43929										0.460425	8.356267	4.958924	0.003793	0.000662	-0.017160	-0.473818	0.310621	-0.031447	0.874704	-0.116152	-0.055137	0.467293
43930										0.496846	8.374159	4.953651	0.002753	0.012495	-0.015086	-0.476985	0.305403	-0.027635	0.874698	-0.116180	-0.055092	0.467301
43931										0.441682	8.386251	4.948343	0.006191	0.015438	-0.018432	-0.463232	0.316538	-0.020525	0.874691	-0.116198	-0.055028	0.467318
43932										0.353449	8.398155	4.931905	0.002643	0.019830	-0.019947	-0.485244	0.312380	-0.028572	0.874672	-0.116244	-0.054953	0.467350
43933										0.365731	8.368927	4.941768	0.003005	0.017247	-0.022636	-0.470943	0.308458	-0.034475	0.874663	-0.116287	-0.054875	0.467366
43934										0.375276	8.381283	4.958860	0.002378	0.015388	-0.023535	-0.468706	0.307603	-0.031051	0.874660	-0.116337	-0.054793	0.467369
43935										0.365854	8.386782	4.925391	0.000087	0.008465	-0.023114	-0.481064	0.309164	-0.028939	0.874669	-0.116384	-0.054734	0.467347
43936										0.363548	8.386796	4.925539	-0.002937	0.006863	-0.022883	-0.471412	0.314965	-0.034806	0.874681	-0.116446	-0.054681	0.467314
43937										0.402509	8.362997	4.913345	0.002546	-0.003053	-0.018959	-0.477277	0.312361	-0.030876	0.874714	-0.116460	-0.054652	0.467254
43938										0.416245	8.434610	4.921100	0.010476	-0.009298	-0.016588	-0.472659	0.309879	-0.030406	0.874760	-0.116432	-0.054619	0.467179
43939										0.405579	8.381656	4.895398	0.017875	-0.009397	-0.021533	-0.472431	0.313613	-0.026106	0.874815	-0.116377	-0.054553	0.467097
43940										0.390873	8.389307	4.933202	0.022048	-0.011922	-0.019124	-0.473762	0.318587	-0.028345	0.874874	-0.116301	-0.054487	0.467012
43941										0.423600	8.371947	4.885698	0.021676	-0.009184	-0.022006	-0.481640	0.309211	-0.031528	0.874931	-0.116231	-0.054410	0.466932
43942										0.435807	8.362414	4.950781	0.019371	-0.001073	-0.021731	-0.471616	0.307537	-0.031463	0.874968	-0.116184	-0.054321	0.466884
43943										0.462351	8.327283	4.920027	0.012061	0.007030	-0.023208	-0.474513	0.313970	-0.024047	0.874986	-0.116177	-0.054236	0.466862
43944										0.447707	8.315733	4.901933	0.009549	0.014469	-0.021377	-0.472328	0.308826	-0.027804	0.874985	-0.116190	-0.054148	0.466872
43945										0.457269	8.328509	4.918426	0.010422	0.020930	-0.022469	-0.478216	0.309803	-0.035549	0.874970	-0.116205	-0.054047	0.466907
43946										0.425505	8.365159	4.947038	0.011661	0.024807	-0.026249	-0.473853	0.310056	-0.038911	0.874952	-0.116231	-0.053917	0.466949
43947										0.386688	8.407138	4.942134	0.012237	0.022744	-0.024929	-0.479458	0.311833	-0.039243	0.874937	-0.116245	-0.053799	0.466988
43948										0.330618	8.419384	4.936147	0.010995	0.018871	-0.021153	-0.474572	0.309097	-0.035130	0.874927	-0.116256	-0.053701	0.467015
43949										0.348502	8.408044	4.929306	0.008553	0.015199	-0.019596	-0.470853	0.305976	-0.027931	0.874922	-0.116266	-0.053626	0.467031
43950										0.354236	8.384397	4.905393	0.006729	0.013540	-0.022714	-0.474459	0.307020	-0.028951	0.874924	-0.116294	-0.053540	0.467031
43951										0.343675	8.408833	4.928298	0.004082	0.009196	-0.019598	-0.475287	0.311157	-0.031433	0.874930	-0.116316	-0.053485	0.467020
43952										0.376739	8.367793	4.932177	0.000685	0.010475	-0.027821	-0.473858	0.300155	-0.030798	0.874940	-0.116377	-0.053397	0.466996
43953										0.399915	8.373515	4.909957	-0.000098	0.011718	-0.022019	-0.474618	0.308402	-0.030365	0.874941	-0.116426	-0.053338	0.466988
43954										0.383626	8.380139	4.949628	-0.002831	0.018637	-0.024207	-0.475082	0.305252	-0.030779	0.874930	-0.116504	-0.053260	0.466998
43955										0.380748	8.380097	4.949922	-0.002417	0.019829	-0.021755	-0.476150	0.311515	-0.029300	0.874912	-0.116571	-0.053195	0.467023
43956										0.418644	8.356288	4.938210	-0.004986	0.023492	-0.025073	-0.473071	0.308120	-0.027652	0.874889	-0.116666	-0.053111	0.467053
43957										0.375906	8.361030	4.894076	-0.004988	0.023494	-0.025076	-0.476158	0.314373	-0.037215	0.874864	-0.116756	-0.053032	0.467085
43958										0.397084	8.385290	4.929204	-0.007221	0.020491	-0.025079	-0.471020	0.315004	-0.029205	0.874845	-0.116857	-0.052959	0.467104
43959										0.414465	8.373340	4.923597	-0.001227	0.019789	-0.025115	-0.473419	0.315229	-0.033986	0.874831	-0.116926	-0.052877	0.467123
43960										0.385343	8.367696	4.946038	-0.002392	0.023922	-0.027772	-0.478771	0.313377	-0.026426	0.874806	-0.117015	-0.052776	0.467159
43961										0.392330	8.398997	5.019925	0.008061	0.029235	-0.027807	-0.474702	0.312012	-0.041036	0.874777	-0.117060	-0.052646	0.467216
43962										0.427756	8.394758	5.063943	0.010867	0.030334	-0.032058	-0.468703	0.313056	-0.035121	0.874750	-0.117108	-0.052485	0.467272
43963										0.412194	8.461080	5.093600	0.010416	0.025217	-0.034086	-0.475796	0.310753	-0.031097	0.874737	-0.117152	-0.052330	0.467303
43964										0.472134	8.485483	5.065569	0.014560	0.018774	-0.031230	-0.477601	0.313998	-0.029577	0.874736	-0.117169	-0.052183	0.467317
43965										0.551064	8.516986	5.088221	0.011542	0.017315	-0.036579	-0.475615	0.312672	-0.026036	0.874743	-0.117204	-0.052028	0.467313
43966										0.581103	8.499440	5.041846	0.012327	0.016080	-0.042392	-0.475726	0.315756	-0.032242	0.874757	-0.117251	-0.051845	0.467295
43967										0.589845	8.493935	5.001180	0.018965	0.021493	-0.053120	-0.472619	0.312229	-0.031063	0.874773	-0.117294	-0.051598	0.467282
43968										0.562550	8.429534	4.957265	0.037182	0.024332	-0.066367	-0.469952	0.305957	-0.030665	0.874800	-0.117293	-0.051245	0.467270
43969										0.542933	8.419916	4.936256	0.054805	0.029249	-0.080957	-0.468611	0.318577	-0.032601	0.874838	-0.117247	-0.050787	0.467260
43970										0.407751	8.356908	4.928589	0.068462	0.041293	-0.099995	-0.474234	0.319527	-0.028638	0.874871	-0.117199	-0.050196	0.467275
43971										0.339018	8.436516	4.874119	0.089426	0.041199	-0.111519	-0.473728	0.312125	-0.036944	0.874925	-0.117081	-0.049511	0.467277
43972										0.318771	8.625248	4.878087	0.097206	0.046769	-0.131264	-0.471317	0.308045	-0.032350	0.874984	-0.116980	-0.048715	0.467275
43973										0.248031	8.920693	4.907155	0.094545	0.047141	-0.156581	-0.470816	0.314317	-0.032556	0.875065	-0.116941	-0.047824	0.467224
43974										0.284036	9.073912	4.893666	0.069026	0.034576	-0.188981	-0.470027	0.306482	-0.041485	0.875190	-0.117071	-0.046877	0.467054
43975										0.403649	9.141103	4.746052	0.032510	0.022607	-0.223153	-0.471826	0.310968	-0.040060	0.875354	-0.117415	-0.045900	0.466757
43976										0.401196	9.049318	4.798786	-0.018341	0.043325	-0.248608	-0.468746	0.310901	-0.046458	0.875471	-0.118061	-0.044901	0.466471
43977										0.307428	8.928178	4.798613	-0.064862	0.050418	-0.271900	-0.471072	0.310828	-0.032354	0.875570	-0.118962	-0.043910	0.466152
43978										0.319628	8.787143	4.707190	-0.113020	0.040609	-0.292573	-0.470056	0.308391	-0.041007	0.875682	-0.120110	-0.042959	0.465735
43979										0.403310	8.723263	4.617129	-0.160793	0.035428	-0.294501	-0.467114	0.306896	-0.037106	0.875785	-0.121460	-0.042126	0.465267
43980										0.503783	8.629462	4.540715	-0.193571	0.030268	-0.285531	-0.466410	0.308034	-0.036620	0.875874	-0.122931	-0.041411	0.464777
43981										0.486139	8.479921	4.552371	-0.194795	0.042260	-0.262907	-0.470307	0.323381	-0.040911	0.875915	-0.124370	-0.040775	0.464374
43982										0.234798	8.403670	4.497035	-0.181114	0.045877	-0.232389	-0.477440	0.315286	-0.032215	0.875921	-0.125690	-0.040224	0.464055
43983										0.038420	8.344944	4.289258	-0.154255	0.059822	-0.200857	-0.455450	0.319470	-0.035860	0.875887	-0.126839	-0.039718	0.463849
43984										-0.274421	8.402952	4.245975	-0.140494	0.090772	-0.152298	-0.467386	0.306915	-0.040684	0.875745	-0.127860	-0.039323	0.463870
43985										-0.534125	8.497105	4.108502	-0.138892	0.050431	-0.123329	-0.466875	0.314777	-0.037017	0.875674	-0.128769	-0.039113	0.463772
43986										-0.642014	8.604111	4.069362	-0.160845	0.002439	-0.107491	-0.467564	0.312916	-0.033742	0.875683	-0.129690	-0.039094	0.463498
43987										-0.644465	8.732551	4.051887	-0.190202	-0.065414	-0.099950	-0.476355	0.312746	-0.033976	0.875821	-0.130649	-0.039293	0.462951
43988										-0.530736	8.835552	4.082761	-0.226904	-0.147988	-0.114072	-0.475853	0.312680	-0.034181	0.876133	-0.131710	-0.039653	0.462029
43989										-0.192682	8.989860	4.204425	-0.241739	-0.203220	-0.129258	-0.455921	0.315305	-0.028116	0.876569	-0.132807	-0.040084	0.460850
43990										0.043484	9.073265	4.104317	-0.262213	-0.195210	-0.143293	-0.474126	0.306860	-0.030410	0.876985	-0.134031	-0.040486	0.459667
43991										0.189057	9.117065	4.160106	-0.277768	-0.155884	-0.137770	-0.470576	0.310641	-0.028461	0.877300	-0.135353	-0.040886	0.458642
43992										0.301923	9.100250	4.211790	-0.254727	-0.125505	-0.120010	-0.472635	0.314730	-0.034815	0.877544	-0.136569	-0.041246	0.457782
43993										0.411819	9.220394	4.303245	-0.231260	-0.077595	-0.102760	-0.468680	0.314580	-0.031484	0.877679	-0.137699	-0.041548	0.457157
43994										0.440583	9.248106	4.376396	-0.215203	-0.042160	-0.083345	-0.465468	0.303370	-0.036016	0.877729	-0.138754	-0.041823	0.456717
43995										0.530497	9.268288	4.380313	-0.200756	-0.036394	-0.068444	-0.469839	0.316556	-0.024488	0.877760	-0.139723	-0.042123	0.456333
43996										0.663440	9.275212	4.263799	-0.183283	-0.045164	-0.056260	-0.474728	0.310828	-0.032577	0.877810	-0.140578	-0.042440	0.455946
43997										0.832317	9.336154	4.257246	-0.197185	-0.070403	-0.006322	-0.469569	0.315963	-0.032942	0.877864	-0.141366	-0.043043	0.455541
43998										0.663473	9.477716	4.559272	-0.267708	-0.177399	0.067336	-0.466648	0.316847	-0.028694	0.878048	-0.142190	-0.044287	0.454810
43999										0.183589	9.309330	4.956919	-0.389019	-0.378677	0.122990	-0.476295	0.312945	-0.026916	0.878547	-0.143215	-0.046395	0.453312
44000										-0.301560	8.966907	5.122715	-0.473316	-0.608037	0.108619	-0.469617	0.310933	-0.020103	0.879495	-0.144381	-0.049030	0.450821
