// General information: 
//  MT Manager version: 2021.4.0 
//  XDA version: 2021.4.0 build 6323 rev 112641 built on 2021-09-28
// Device information: 
//  DeviceId: 00B4A9E6
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	UTC_Nano	UTC_Year	UTC_Month	UTC_Day	UTC_Hour	UTC_Minute	UTC_Second	UTC_Valid	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3
43832										0.659997	-9.227217	3.075532	-0.003602	-0.003663	-0.002551	-0.230875	-0.244776	-0.224588	-0.751238	0.038003	0.071654	-0.655029
43833										0.683958	-9.196637	3.036544	-0.006874	-0.004483	-0.003102	-0.231252	-0.243614	-0.231680	-0.751222	0.038018	0.071709	-0.655041
43834										0.718670	-9.239298	3.038290	-0.011482	-0.010085	-0.001282	-0.229673	-0.241841	-0.223338	-0.751184	0.038053	0.071784	-0.655074
43835										0.720711	-9.222565	3.067126	-0.011574	-0.012779	-0.004815	-0.236738	-0.246854	-0.224373	-0.751143	0.038071	0.071874	-0.655110
43836										0.703816	-9.266139	3.051614	-0.012054	-0.013075	-0.001747	-0.233322	-0.249912	-0.224241	-0.751095	0.038103	0.071957	-0.655154
43837										0.733168	-9.272345	3.032432	-0.013215	-0.009895	0.000094	-0.232341	-0.244013	-0.224494	-0.751057	0.038146	0.072030	-0.655187
43838										0.726077	-9.277229	3.054207	-0.007925	-0.007769	-0.000498	-0.230937	-0.240776	-0.220617	-0.751025	0.038172	0.072087	-0.655216
43839										0.739036	-9.309422	3.051305	-0.004368	-0.005454	0.000285	-0.233702	-0.246677	-0.231094	-0.751002	0.038187	0.072124	-0.655237
43840										0.738970	-9.309530	3.050990	-0.001972	0.000041	0.002910	-0.228192	-0.251438	-0.224394	-0.750991	0.038210	0.072137	-0.655247
43841										0.746174	-9.304979	3.028165	0.001779	0.001158	0.000392	-0.236408	-0.246799	-0.229827	-0.750989	0.038210	0.072143	-0.655249
43842										0.731661	-9.289975	3.000685	0.002443	0.006841	0.004391	-0.226742	-0.242604	-0.223409	-0.751000	0.038229	0.072126	-0.655237
43843										0.745486	-9.304848	3.028735	0.004083	0.003958	-0.000518	-0.221682	-0.246686	-0.219111	-0.751008	0.038221	0.072123	-0.655229
43844										0.722383	-9.311412	2.994187	0.002350	0.004148	0.000857	-0.227724	-0.243590	-0.223107	-0.751017	0.038226	0.072122	-0.655218
43845										0.716142	-9.298802	3.047438	0.006589	0.002987	0.002868	-0.228865	-0.245395	-0.228166	-0.751019	0.038218	0.072101	-0.655219
43846										0.715785	-9.298622	3.048072	0.006589	0.002987	0.002868	-0.232361	-0.248503	-0.223229	-0.751021	0.038213	0.072081	-0.655219
43847										0.677698	-9.314219	3.059489	0.007270	-0.000489	0.004096	-0.226727	-0.240192	-0.224368	-0.751010	0.038202	0.072059	-0.655234
43848										0.672347	-9.277433	3.039605	0.007371	-0.004382	-0.002739	-0.223536	-0.244002	-0.225448	-0.750995	0.038168	0.072068	-0.655253
43849										0.725840	-9.259345	3.087085	0.005160	-0.004488	0.001704	-0.233631	-0.249298	-0.220090	-0.750974	0.038153	0.072067	-0.655277
43850										0.745979	-9.286661	3.062401	0.004192	-0.002508	0.000244	-0.219195	-0.246547	-0.222019	-0.750962	0.038142	0.072073	-0.655291
43851										0.738959	-9.291027	3.085709	0.007039	-0.007224	-0.004739	-0.231565	-0.252720	-0.227299	-0.750941	0.038097	0.072092	-0.655316
43852										0.770519	-9.255515	3.024947	0.005832	-0.005392	-0.004665	-0.233154	-0.241990	-0.219354	-0.750930	0.038062	0.072114	-0.655328
43853										0.726021	-9.275622	3.059097	0.006643	-0.002253	-0.005734	-0.233151	-0.242970	-0.219582	-0.750925	0.038021	0.072130	-0.655334
43854										0.785958	-9.269991	3.053750	0.005390	-0.001768	-0.007427	-0.229678	-0.244464	-0.223037	-0.750919	0.037982	0.072158	-0.655341
43855										0.743568	-9.248990	3.044493	0.006357	-0.003748	-0.005966	-0.234900	-0.250593	-0.232572	-0.750910	0.037940	0.072178	-0.655351
43856										0.722375	-9.238341	3.040320	0.009482	-0.000381	-0.000349	-0.227907	-0.251194	-0.227008	-0.750905	0.037909	0.072165	-0.655360
43857										0.751539	-9.243869	3.023262	0.010071	-0.006551	-0.002653	-0.233417	-0.245605	-0.218193	-0.750884	0.037860	0.072167	-0.655387
43858										0.753309	-9.226494	3.054056	0.008624	-0.004866	-0.001045	-0.228251	-0.247327	-0.220641	-0.750866	0.037826	0.072166	-0.655409
43859										0.789751	-9.227595	3.013837	0.003511	0.000968	-0.000985	-0.230551	-0.247674	-0.229635	-0.750865	0.037815	0.072172	-0.655411
43860										0.775046	-9.236630	3.059640	-0.000682	0.003475	-0.001229	-0.225949	-0.247478	-0.227267	-0.750873	0.037824	0.072189	-0.655399
43861										0.773597	-9.253742	3.029583	-0.001889	0.005308	-0.001156	-0.223584	-0.252986	-0.222371	-0.750885	0.037838	0.072206	-0.655382
43862										0.766071	-9.258362	3.052216	-0.003336	0.006992	0.000452	-0.235490	-0.244871	-0.226081	-0.750907	0.037867	0.072220	-0.655355
43863										0.787503	-9.268813	3.056928	-0.002046	0.010426	-0.003687	-0.232936	-0.237047	-0.233279	-0.750937	0.037880	0.072238	-0.655317
43864										0.801653	-9.283657	3.084900	0.005703	0.010235	-0.002660	-0.233721	-0.247017	-0.229897	-0.750962	0.037868	0.072229	-0.655290
43865										0.780005	-9.273044	3.080731	0.007610	0.018007	-0.004567	-0.230076	-0.253032	-0.228807	-0.751019	0.037850	0.072206	-0.655229
43866										0.717758	-9.312423	3.027304	0.003971	0.010425	-0.001284	-0.229797	-0.242856	-0.230995	-0.751049	0.037849	0.072197	-0.655195
43867										0.781298	-9.336548	2.939031	0.002395	0.005497	0.002622	-0.227934	-0.240838	-0.225267	-0.751058	0.037859	0.072187	-0.655186
43868										0.748904	-9.283824	3.070278	0.010209	-0.002507	0.002650	-0.227376	-0.248983	-0.229707	-0.751042	0.037833	0.072165	-0.655207
43869										0.731655	-9.302929	2.983146	0.002533	-0.012700	0.008218	-0.233055	-0.244220	-0.225708	-0.750988	0.037839	0.072164	-0.655269
43870										0.669582	-9.237351	3.029222	0.017387	-0.005688	0.003214	-0.237725	-0.242821	-0.223693	-0.750965	0.037784	0.072122	-0.655304
43871										0.720093	-9.148331	3.116522	0.005777	-0.000148	0.003938	-0.224813	-0.246659	-0.221890	-0.750955	0.037779	0.072105	-0.655317
43872										0.685924	-9.217830	3.117776	-0.009390	0.003077	0.003879	-0.231648	-0.246113	-0.221992	-0.750951	0.037836	0.072134	-0.655315
43873										0.683985	-9.235260	3.086925	-0.009759	-0.003683	0.007713	-0.230683	-0.240988	-0.221271	-0.750924	0.037897	0.072161	-0.655340
43874										0.732528	-9.268929	3.043013	-0.008572	-0.018594	0.010707	-0.233422	-0.244953	-0.217859	-0.750844	0.037948	0.072199	-0.655424
43875										0.732536	-9.269160	3.042307	-0.003072	-0.026830	0.004047	-0.229168	-0.252530	-0.224420	-0.750751	0.037946	0.072253	-0.655525
43876										0.759791	-9.316186	3.067420	-0.000722	-0.022681	0.004902	-0.230387	-0.250018	-0.224523	-0.750669	0.037945	0.072292	-0.655614
43877										0.749914	-9.354891	3.030236	0.002741	-0.023061	0.002151	-0.231351	-0.252085	-0.225323	-0.750591	0.037920	0.072327	-0.655702
43878										0.692457	-9.343036	3.066501	0.008363	-0.018093	0.003555	-0.229230	-0.249622	-0.220461	-0.750529	0.037886	0.072333	-0.655774
43879										0.744619	-9.341924	3.084145	0.010381	-0.016787	0.002411	-0.225271	-0.242117	-0.239325	-0.750470	0.037840	0.072332	-0.655843
43880										0.714513	-9.352808	3.073142	0.013652	-0.015967	0.002960	-0.217817	-0.248568	-0.216449	-0.750418	0.037788	0.072319	-0.655908
43881										0.718248	-9.294167	3.061053	0.018764	-0.021801	0.002900	-0.236087	-0.251164	-0.219164	-0.750344	0.037706	0.072297	-0.655999
43882										0.705751	-9.261664	3.064724	0.014906	-0.016450	0.004654	-0.228998	-0.240676	-0.219712	-0.750288	0.037653	0.072275	-0.656068
43883										0.734875	-9.243218	2.974545	0.013427	-0.018679	0.012096	-0.226203	-0.242571	-0.226676	-0.750213	0.037624	0.072234	-0.656161
43884										0.737221	-9.208714	3.035471	0.011695	-0.018488	0.013473	-0.228916	-0.250887	-0.224946	-0.750136	0.037608	0.072196	-0.656254
43885										0.752742	-9.182354	3.020565	0.009235	-0.016170	0.011854	-0.232417	-0.244015	-0.235197	-0.750068	0.037597	0.072166	-0.656336
43886										0.764693	-9.214207	3.019031	0.008364	-0.011494	0.013923	-0.232007	-0.244111	-0.214662	-0.750013	0.037603	0.072127	-0.656402
43887										0.772493	-9.192426	3.026868	0.009224	-0.007008	0.014615	-0.229523	-0.244084	-0.217352	-0.749970	0.037610	0.072073	-0.656457
43888										0.775403	-9.245938	3.018202	0.006428	-0.007535	0.011000	-0.233366	-0.251906	-0.221422	-0.749927	0.037618	0.072043	-0.656509
43889										0.768672	-9.233274	3.071354	0.002287	-0.003678	0.012522	-0.224873	-0.242330	-0.218026	-0.749895	0.037648	0.072014	-0.656547
43890										0.751487	-9.259418	3.087294	0.002680	-0.008647	0.013524	-0.222054	-0.246175	-0.226538	-0.749849	0.037677	0.071990	-0.656601
43891										0.749253	-9.276540	3.057532	0.002818	-0.011198	0.008459	-0.224791	-0.245116	-0.223294	-0.749799	0.037685	0.071984	-0.656658
43892										0.766410	-9.233282	3.071896	0.002868	-0.009849	0.010224	-0.226044	-0.245901	-0.221247	-0.749757	0.037702	0.071972	-0.656706
43893										0.728191	-9.248977	3.082952	0.001851	-0.009219	0.006997	-0.226927	-0.249445	-0.227193	-0.749715	0.037711	0.071972	-0.656754
43894										0.749409	-9.259417	3.087802	-0.000609	-0.006902	0.005377	-0.227749	-0.246335	-0.221497	-0.749685	0.037729	0.071984	-0.656785
43895										0.772726	-9.228931	3.048863	-0.005136	-0.007236	0.003139	-0.232288	-0.243106	-0.227869	-0.749653	0.037754	0.072016	-0.656817
43896										0.749390	-9.235740	3.013828	0.001326	-0.010860	0.008302	-0.223567	-0.244459	-0.223487	-0.749604	0.037769	0.072018	-0.656872
43897										0.764724	-9.233511	3.071628	0.003631	-0.008062	0.007384	-0.228647	-0.244320	-0.226514	-0.749565	0.037774	0.072008	-0.656917
43898										0.775146	-9.170839	3.035442	0.001305	0.000865	0.003458	-0.230653	-0.245773	-0.223175	-0.749561	0.037788	0.072008	-0.656921
43899										0.771415	-9.229037	3.048872	-0.003902	0.004005	-0.000012	-0.228629	-0.247038	-0.227633	-0.749567	0.037811	0.072029	-0.656910
43900										0.749687	-9.218806	3.043501	-0.007937	0.001400	0.002283	-0.222827	-0.240632	-0.223983	-0.749563	0.037856	0.072062	-0.656909
43901										0.747924	-9.236195	3.012799	-0.008904	0.003379	0.000821	-0.234451	-0.241446	-0.230071	-0.749566	0.037900	0.072098	-0.656899
43902										0.770968	-9.229809	3.046648	-0.011548	-0.002261	-0.000257	-0.233510	-0.242343	-0.227772	-0.749551	0.037947	0.072158	-0.656907
43903										0.785323	-9.245090	3.073224	-0.012515	-0.000282	-0.001719	-0.230703	-0.247397	-0.235531	-0.749545	0.037992	0.072220	-0.656904
43904										0.747719	-9.261306	3.082543	-0.022386	0.005077	-0.002359	-0.233109	-0.244909	-0.222222	-0.749554	0.038081	0.072311	-0.656879
43905										0.755257	-9.257397	3.057833	-0.017856	-0.003750	-0.002882	-0.233374	-0.245578	-0.220922	-0.749538	0.038139	0.072400	-0.656884
43906										0.754197	-9.275034	3.026120	-0.019399	-0.004760	-0.004805	-0.231594	-0.242147	-0.225446	-0.749518	0.038197	0.072505	-0.656892
43907										0.731255	-9.306118	3.063236	-0.011649	-0.004957	-0.003788	-0.228508	-0.240893	-0.219816	-0.749500	0.038228	0.072579	-0.656903
43908										0.719005	-9.274363	3.064568	-0.008088	-0.002645	-0.003012	-0.229594	-0.247468	-0.228417	-0.749486	0.038251	0.072637	-0.656910
43909										0.726715	-9.270076	3.040911	-0.009056	-0.000665	-0.004473	-0.239332	-0.246905	-0.230202	-0.749483	0.038275	0.072698	-0.656906
43910										0.759000	-9.242058	3.081963	-0.009685	0.004158	-0.003937	-0.228080	-0.241213	-0.231497	-0.749492	0.038310	0.072754	-0.656887
43911										0.718398	-9.292218	3.032040	-0.010210	0.002516	-0.002633	-0.231657	-0.241751	-0.221403	-0.749496	0.038347	0.072807	-0.656874
43912										0.728902	-9.253876	3.068049	-0.013433	0.003046	-0.001412	-0.231192	-0.249081	-0.219940	-0.749499	0.038403	0.072869	-0.656861
43913										0.754346	-9.318262	3.062456	-0.009110	0.007148	-0.003474	-0.224705	-0.246153	-0.228763	-0.749518	0.038438	0.072914	-0.656832
43914										0.727334	-9.271585	3.036159	-0.011996	0.010520	-0.000255	-0.237021	-0.241528	-0.221922	-0.749547	0.038501	0.072955	-0.656791
43915										0.755961	-9.277734	3.017393	-0.005788	0.009313	-0.001162	-0.230923	-0.242514	-0.221508	-0.749571	0.038534	0.072978	-0.656759
43916										0.735852	-9.250468	3.041876	-0.010028	0.010476	-0.003167	-0.232703	-0.245944	-0.216984	-0.749595	0.038579	0.073022	-0.656724
43917										0.726871	-9.272339	3.033967	-0.008486	0.011485	-0.001244	-0.235626	-0.246268	-0.217470	-0.749626	0.038624	0.073051	-0.656684
43918										0.748213	-9.283012	3.038080	-0.008773	0.009990	-0.001475	-0.231066	-0.234260	-0.227980	-0.749648	0.038669	0.073086	-0.656652
43919										0.755372	-9.278700	3.014568	-0.007281	0.009652	-0.001318	-0.235998	-0.244119	-0.224880	-0.749672	0.038707	0.073114	-0.656618
43920										0.756689	-9.261888	3.043848	-0.009299	0.008348	-0.000172	-0.225031	-0.248280	-0.223548	-0.749687	0.038757	0.073150	-0.656595
43921										0.702655	-9.304033	3.069641	-0.008535	0.010139	-0.003009	-0.226024	-0.242503	-0.222523	-0.749715	0.038795	0.073187	-0.656556
43922										0.718904	-9.278090	3.053289	-0.007092	0.008453	-0.004619	-0.233510	-0.242889	-0.227777	-0.749744	0.038823	0.073229	-0.656517
43923										0.719004	-9.278299	3.052631	-0.008143	0.005168	-0.002014	-0.230554	-0.241998	-0.229469	-0.749756	0.038858	0.073270	-0.656497
43924										0.740537	-9.288945	3.056791	-0.007176	0.003187	-0.000554	-0.227709	-0.236811	-0.224022	-0.749758	0.038892	0.073307	-0.656488
43925										0.747997	-9.284565	3.033385	-0.005494	0.001650	-0.003698	-0.233468	-0.242315	-0.230501	-0.749761	0.038908	0.073350	-0.656479
43926										0.764430	-9.258550	3.017195	-0.005340	-0.003469	-0.001169	-0.230661	-0.245779	-0.222629	-0.749743	0.038926	0.073394	-0.656493
43927										0.751980	-9.226666	3.019020	-0.004814	-0.001826	-0.002471	-0.222637	-0.242414	-0.220503	-0.749734	0.038939	0.073436	-0.656498
43928										0.757629	-9.263438	3.038894	-0.008612	-0.004286	-0.001715	-0.234978	-0.244638	-0.227599	-0.749719	0.038968	0.073494	-0.656507
43929										0.765190	-9.259121	3.015249	-0.008718	0.002179	-0.002477	-0.231914	-0.247109	-0.220587	-0.749722	0.038999	0.073543	-0.656497
43930										0.745455	-9.231891	3.039640	-0.008242	0.002476	-0.005547	-0.229949	-0.237930	-0.221338	-0.749727	0.039021	0.073602	-0.656482
43931										0.758535	-9.264218	3.036288	-0.014451	0.003681	-0.004640	-0.217583	-0.242305	-0.231343	-0.749736	0.039070	0.073674	-0.656461
43932										0.750014	-9.286222	3.027811	-0.014451	0.003682	-0.004640	-0.240589	-0.243980	-0.227899	-0.749750	0.039120	0.073748	-0.656434
43933										0.721484	-9.280686	3.044777	-0.008635	0.007447	-0.006539	-0.227720	-0.245116	-0.223340	-0.749774	0.039145	0.073802	-0.656400
43934										0.759446	-9.265144	3.033233	-0.008300	0.010288	-0.004539	-0.224312	-0.241300	-0.222703	-0.749801	0.039179	0.073846	-0.656361
43935										0.752390	-9.270048	3.055005	-0.015706	0.004169	-0.006332	-0.237994	-0.240325	-0.222143	-0.749813	0.039227	0.073927	-0.656335
43936										0.777218	-9.327359	2.945554	-0.015551	-0.000951	-0.003805	-0.225753	-0.248492	-0.224217	-0.749804	0.039278	0.074010	-0.656333
43937										0.771940	-9.315220	2.997346	-0.006010	-0.009149	-0.005173	-0.230906	-0.243049	-0.222605	-0.749775	0.039279	0.074077	-0.656359
43938										0.753052	-9.263829	2.948345	-0.011408	-0.004806	-0.005334	-0.227186	-0.240610	-0.226235	-0.749762	0.039306	0.074157	-0.656363
43939										0.762686	-9.242394	2.954809	-0.003623	-0.001079	-0.010144	-0.227121	-0.240678	-0.230385	-0.749765	0.039291	0.074220	-0.656354
43940										0.721300	-9.228901	3.047867	-0.010130	0.007787	-0.006693	-0.229757	-0.250582	-0.233583	-0.749791	0.039323	0.074280	-0.656315
43941										0.735739	-9.244372	3.074079	-0.022945	0.015166	-0.005869	-0.235995	-0.239641	-0.225054	-0.749836	0.039412	0.074367	-0.656248
43942										0.689622	-9.258270	3.002162	-0.027220	0.012405	-0.002046	-0.226271	-0.240977	-0.222293	-0.749867	0.039528	0.074461	-0.656196
43943										0.725486	-9.284461	3.032293	-0.024509	0.001078	-0.004746	-0.227607	-0.241441	-0.230509	-0.749867	0.039610	0.074570	-0.656178
43944										0.742163	-9.259051	3.014103	-0.030660	-0.005529	-0.004851	-0.225167	-0.239257	-0.230449	-0.749847	0.039710	0.074713	-0.656179
43945										0.721350	-9.249445	3.006617	-0.025153	-0.016337	-0.003938	-0.235776	-0.244570	-0.223461	-0.749792	0.039778	0.074850	-0.656222
43946										0.749118	-9.297225	3.029405	-0.025549	-0.011364	-0.004925	-0.233123	-0.244809	-0.221347	-0.749752	0.039852	0.074986	-0.656247
43947										0.785867	-9.299108	2.986166	-0.024880	-0.005687	-0.000917	-0.233141	-0.249516	-0.220193	-0.749727	0.039940	0.075094	-0.656259
43948										0.732291	-9.341808	3.010423	-0.019876	-0.005057	-0.001748	-0.231387	-0.243372	-0.223053	-0.749703	0.040009	0.075191	-0.656270
43949										0.764845	-9.289900	2.977458	-0.017810	-0.002406	-0.001122	-0.225241	-0.237557	-0.225737	-0.749689	0.040074	0.075272	-0.656273
43950										0.757754	-9.295019	2.998751	-0.014585	-0.002932	-0.002344	-0.232339	-0.236805	-0.224640	-0.749675	0.040124	0.075349	-0.656277
43951										0.723845	-9.253011	2.995022	-0.014347	-0.002780	-0.003878	-0.231851	-0.244776	-0.224603	-0.749663	0.040167	0.075429	-0.656279
43952										0.767699	-9.249902	2.929910	-0.016999	0.000734	-0.002185	-0.232927	-0.236213	-0.218310	-0.749657	0.040231	0.075508	-0.656274
43953										0.762380	-9.238132	2.981110	-0.018924	-0.004450	-0.007884	-0.230645	-0.239763	-0.223660	-0.749644	0.040276	0.075619	-0.656273
43954										0.762909	-9.238753	2.979049	-0.025277	-0.000714	-0.001898	-0.232079	-0.239852	-0.225649	-0.749629	0.040370	0.075727	-0.656271
43955										0.770875	-9.234781	2.953895	-0.024947	-0.004438	-0.010276	-0.232747	-0.241341	-0.229715	-0.749618	0.040430	0.075866	-0.656264
43956										0.780645	-9.213910	2.958688	-0.028282	0.002555	-0.009799	-0.228851	-0.237525	-0.229070	-0.749625	0.040514	0.076005	-0.656235
43957										0.815742	-9.257096	2.958356	-0.029490	0.004388	-0.009717	-0.233066	-0.249249	-0.224994	-0.749640	0.040604	0.076143	-0.656197
43958										0.796475	-9.230602	2.980925	-0.030459	0.006374	-0.011170	-0.225895	-0.242421	-0.230710	-0.749663	0.040696	0.076288	-0.656148
43959										0.802675	-9.268149	2.998376	-0.032875	0.010039	-0.011006	-0.227421	-0.243334	-0.226812	-0.749696	0.040800	0.076433	-0.656086
43960										0.801317	-9.310532	3.038322	-0.036863	0.008764	-0.006950	-0.232497	-0.238934	-0.230124	-0.749725	0.040933	0.076580	-0.656027
43961										0.800191	-9.328400	3.005016	-0.033591	0.009582	-0.006401	-0.233354	-0.249605	-0.222163	-0.749752	0.041054	0.076712	-0.655974
43962										0.715827	-9.407286	3.089314	-0.032623	0.007597	-0.004947	-0.226934	-0.246938	-0.226731	-0.749769	0.041174	0.076841	-0.655932
43963										0.715925	-9.408383	3.085950	-0.039885	0.005502	-0.001439	-0.233743	-0.240042	-0.228517	-0.749776	0.041330	0.076983	-0.655897
43964										0.715737	-9.409464	3.082696	-0.029907	0.002826	0.002715	-0.235962	-0.242677	-0.227158	-0.749773	0.041459	0.077084	-0.655881
43965										0.698443	-9.461361	3.168694	-0.025934	-0.002441	0.012064	-0.232688	-0.236389	-0.233487	-0.749742	0.041596	0.077147	-0.655900
43966										0.686716	-9.500657	3.128765	-0.025474	-0.008680	0.022398	-0.231267	-0.241112	-0.230673	-0.749675	0.041757	0.077185	-0.655962
43967										0.707671	-9.607186	3.163991	-0.028384	-0.011873	0.039036	-0.228163	-0.240610	-0.226251	-0.749583	0.041976	0.077179	-0.656054
43968										0.688977	-9.617824	3.207092	-0.022122	-0.005194	0.050292	-0.226996	-0.238242	-0.222823	-0.749501	0.042216	0.077105	-0.656141
43969										0.668495	-9.628570	3.250259	-0.027984	0.002777	0.071209	-0.230037	-0.246566	-0.231254	-0.749417	0.042551	0.076965	-0.656232
43970										0.681797	-9.640558	3.252215	-0.030658	0.006279	0.096721	-0.231903	-0.246728	-0.236854	-0.749317	0.042980	0.076742	-0.656344
43971										0.644597	-9.595111	3.224001	-0.038690	0.008934	0.113474	-0.229826	-0.242984	-0.229140	-0.749201	0.043494	0.076483	-0.656472
43972										0.614326	-9.528405	3.202589	-0.044366	0.024879	0.133924	-0.227178	-0.236783	-0.226743	-0.749113	0.044111	0.076150	-0.656570
43973										0.500462	-9.448330	3.078694	-0.049277	0.033486	0.148738	-0.229542	-0.238918	-0.231716	-0.749031	0.044802	0.075767	-0.656662
43974										0.439463	-9.326173	2.928365	-0.054480	0.040606	0.163321	-0.226483	-0.240738	-0.224369	-0.748951	0.045566	0.075342	-0.656749
43975										0.347627	-9.102997	2.762423	-0.069945	0.048968	0.173522	-0.228921	-0.240081	-0.224619	-0.748882	0.046428	0.074919	-0.656816
43976										0.270066	-9.102384	2.657631	-0.095590	0.052121	0.180061	-0.227952	-0.247183	-0.224129	-0.748811	0.047410	0.074553	-0.656868
43977										0.220883	-9.107738	2.533268	-0.103219	0.056411	0.184429	-0.229233	-0.236802	-0.235839	-0.748745	0.048439	0.074190	-0.656910
43978										0.095534	-9.143599	2.429556	-0.102069	0.062410	0.185456	-0.227379	-0.237848	-0.229487	-0.748697	0.049474	0.073812	-0.656930
43979										0.007068	-9.188674	2.388217	-0.101615	0.062755	0.182437	-0.221703	-0.236389	-0.233314	-0.748652	0.050498	0.073440	-0.656945
43980										-0.143467	-9.279600	2.395102	-0.100155	0.054627	0.181572	-0.223482	-0.235670	-0.228858	-0.748584	0.051506	0.073080	-0.656985
43981										-0.292425	-9.353429	2.432404	-0.092090	0.041586	0.182520	-0.224036	-0.246584	-0.240223	-0.748473	0.052470	0.072709	-0.657076
43982										-0.430683	-9.379933	2.404957	-0.084347	0.019237	0.182132	-0.230597	-0.234336	-0.242279	-0.748300	0.053382	0.072348	-0.657239
43983										-0.562546	-9.426402	2.428276	-0.079401	-0.004882	0.187476	-0.213341	-0.237660	-0.237127	-0.748041	0.054262	0.071989	-0.657501
43984										-0.667280	-9.494732	2.404572	-0.058867	-0.025651	0.189051	-0.222773	-0.232300	-0.227393	-0.747725	0.055051	0.071588	-0.657839
43985										-0.725249	-9.621545	2.411679	-0.048947	-0.049216	0.193555	-0.223874	-0.238011	-0.235003	-0.747326	0.055786	0.071174	-0.658274
43986										-0.786460	-9.694065	2.431576	-0.014677	-0.071767	0.207918	-0.222790	-0.236959	-0.241855	-0.746849	0.056417	0.070632	-0.658821
43987										-0.900441	-9.764380	2.437686	0.013170	-0.090569	0.217147	-0.230174	-0.232084	-0.238100	-0.746307	0.056947	0.069995	-0.659458
43988										-1.005471	-9.812397	2.454266	0.035844	-0.112606	0.223635	-0.230203	-0.233850	-0.236262	-0.745692	0.057393	0.069292	-0.660188
43989										-1.097074	-9.875342	2.501030	0.059659	-0.142983	0.230736	-0.213285	-0.233912	-0.240692	-0.744980	0.057732	0.068533	-0.661041
43990										-1.146438	-9.811033	2.537844	0.070449	-0.177553	0.232324	-0.228258	-0.228068	-0.235737	-0.744164	0.058003	0.067781	-0.662013
43991										-1.221438	-9.793048	2.584110	0.085577	-0.214562	0.232606	-0.224086	-0.227617	-0.237086	-0.743230	0.058169	0.067036	-0.663122
43992										-1.228696	-9.721977	2.717348	0.105573	-0.240777	0.227077	-0.229001	-0.235281	-0.235056	-0.742219	0.058220	0.066279	-0.664325
43993										-1.239789	-9.629741	2.801980	0.113393	-0.268029	0.215017	-0.224331	-0.232859	-0.237033	-0.741143	0.058164	0.065580	-0.665600
43994										-1.124119	-9.498871	2.934934	0.120468	-0.304722	0.203225	-0.218192	-0.229497	-0.223690	-0.739968	0.058012	0.064948	-0.666981
